budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
50000000,"['Action', 'Science Fiction']",http://dreddthemovie.com/,49049,"['usa', 'corruption', 'crime fighter']",en,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",57.673932,"['DNA Films', 'Reliance BIG Entertainment', 'IM Global']","['South Africa', 'United Kingdom', 'United States of America']",2012,41037742,95.0,['English'],Released,Judgement is coming,Dredd,6.6,1940,Dredd,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey']",Pete Travis
82500000,"['Comedy', 'Drama', 'Fantasy']",Unknown,9339,"['regret', 'workaholic', 'heart attack']",en,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,41.176631,"['Original Film', 'Columbia Pictures Corporation', 'Revolution Studios']",['United States of America'],2006,237681299,107.0,"['English', 'Português', '日本語']",Released,What If You Had A Remote... That Controlled Your Universe?,Click,6.0,2104,Click,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken']",Frank Coraci
65000000,"['Crime', 'Drama', 'Mystery']",Unknown,1949,"['california', 'san francisco', 'killing']",en,Zodiac,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",51.970905,"['Paramount Pictures', 'Warner Bros.', 'Phoenix Pictures']",['United States of America'],2007,84785914,157.0,['English'],Released,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023,Zodiac,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo']",David Fincher
80000000,"['Fantasy', 'Comedy']",http://www.brucealmighty.com/,310,"['christianity', 'moon', 'responsability']",en,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",109.684788,"['Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment']",['United States of America'],2003,484572835,101.0,['English'],Released,In Bruce we trust,Bruce Almighty,6.4,3012,Bruce Almighty,"['Jim Carrey', 'Jennifer Aniston', 'Philip Baker Hall']",Tom Shadyac
80000000,"['Thriller', 'Adventure', 'Action']",http://expendablesthemovie.com/,27578,"['tattoo', 'martial arts', 'sniper']",en,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",77.580661,['Millennium Films'],['United States of America'],2010,274470394,103.0,"['English', 'Español']",Released,Choose Your Weapon.,The Expendables,6.0,2926,The Expendables,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren']",Sylvester Stallone
80000000,"['Adventure', 'Action', 'Thriller']",http://www.missionimpossible.com/,954,"['paris', 'london england', 'spy']",en,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",75.290998,"['Paramount Pictures', 'Cruise/Wagner Productions']",['United States of America'],1996,457696359,110.0,"['English', 'Français', 'Český']",Released,Expect the Impossible.,Mission: Impossible,6.7,2631,Mission: Impossible,"['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart']",Brian De Palma
75000000,"['Science Fiction', 'Adventure', 'Fantasy']",http://www.thehungergames.movie/,70160,"['hallucination', 'dystopia', 'female protagonist']",en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",68.550698,"['Lionsgate', 'Color Force']",['United States of America'],2012,691210692,142.0,['English'],Released,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9455,The Hunger Games,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Gary Ross
80000000,['Comedy'],http://hangoverpart2.warnerbros.com/,45243,"['sun glasses', 'interpol', 'undercover cop']",en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,"['Legendary Pictures', 'Living Films', 'Green Hat Films']",['United States of America'],2011,254455986,102.0,"['English', 'ภาษาไทย']",Released,The Wolfpack Is Back,The Hangover Part II,6.2,3739,The Hangover Part II,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",Todd Phillips
80000000,"['Drama', 'Thriller', 'Mystery']",http://www.shutterisland.com/,11324,"['based on novel', 'island', 'hurricane']",en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",81.914696,"['Paramount Pictures', 'Appian Way', 'Phoenix Pictures']",['United States of America'],2010,294804195,138.0,"['English', 'Deutsch']",Released,Someone is missing.,Shutter Island,7.8,6336,Shutter Island,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley']",Martin Scorsese
80000000,"['Action', 'Thriller', 'Science Fiction']",Unknown,20504,"['book', 'post-apocalyptic', 'dystopia']",en,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",32.363538,"['Alcon Entertainment', 'Silver Pictures']",['United States of America'],2010,157107755,118.0,['English'],Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164,The Book of Eli,"['Denzel Washington', 'Gary Oldman', 'Mila Kunis']",Albert Hughes
68000000,"['War', 'Drama', 'Action']",Unknown,228150,"['world war ii', 'nazis', 'war']",en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,"['Columbia Pictures', 'QED International', 'Crave Films']","['United Kingdom', 'United States of America', 'China']",2014,211817906,135.0,['English'],Released,War never ends quietly.,Fury,7.4,3946,Fury,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",David Ayer
60000000,"['Drama', 'Romance']",http://www.abeautifulmind.com/,453,"['individual', 'schizophrenia', 'massachusetts']",en,A Beautiful Mind,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,"['Imagine Entertainment', 'DreamWorks SKG', 'Universal Pictures']",['United States of America'],2001,313542341,135.0,['English'],Released,I need to believe that something extra ordinary is possible...,A Beautiful Mind,7.7,3009,A Beautiful Mind,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly']",Ron Howard
45000000,"['Family', 'Animation', 'Drama']",http://movies.disney.com/the-lion-king,8587,"['loss of parents', 'wild boar', 'uncle']",en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],1994,788241776,89.0,['English'],Released,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8.0,5376,The Lion King,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']",Roger Allers
76000000,"['Action', 'Crime', 'Thriller']",Unknown,584,"['miami', 'car race', 'sports car']",en,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",10.520961,"['Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Original Film']",['United States of America'],2003,236350661,107.0,"['English', 'Español']",Released,How Fast Do You Want It?,2 Fast 2 Furious,6.2,2028,2 Fast 2 Furious,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes']",John Singleton
75000000,"['Animation', 'Family']",http://www.thesecretlifeofpets.com/,328111,"['pet', 'bunny', 'anthropomorphism']",en,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",31.482872,"['Universal Pictures', 'Fuji Television Network', 'Dentsu']",['United States of America'],2016,875958308,87.0,['English'],Released,Think this is what they do all day?,The Secret Life of Pets,5.9,3462,The Secret Life of Pets,"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart']",Chris Renaud
76000000,"['Animation', 'Comedy', 'Family']",http://www.despicableme.com/,93456,"['secret agent', 'bakery', 'falling in love']",en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2013,970761885,98.0,['English'],Released,Back 2 Work,Despicable Me 2,7.0,4637,Despicable Me 2,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt']",Pierre Coffin
75000000,"['Action', 'Adventure', 'Science Fiction']",Unknown,602,"['spacecraft', 'patriotism', 'countdown']",en,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",60.442593,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']",['United States of America'],1996,816969268,145.0,['English'],Released,Earth. Take a good look. It might be your last.,Independence Day,6.7,3260,Independence Day,"['Will Smith', 'Bill Pullman', 'Jeff Goldblum']",Roland Emmerich
73000000,"['Adventure', 'Action', 'Science Fiction']",Unknown,330,"['exotic island', 'dna', 'paleontology']",en,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],1997,229074524,129.0,['English'],Released,Something has survived.,The Lost World: Jurassic Park,6.2,2487,The Lost World: Jurassic Park,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite']",Steven Spielberg
75000000,"['Family', 'Animation']",Unknown,953,"['lion', 'hippopotamus', 'giraffe']",en,Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",48.110909,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],2005,532680671,86.0,"['English', 'Français', 'Português']",Released,Someone's got a zoo loose.,Madagascar,6.6,3237,Madagascar,"['Ben Stiller', 'Chris Rock', 'David Schwimmer']",Eric Darnell
76000000,"['Drama', 'Action', 'Thriller']",http://www.universalstudiosentertainment.com/children-of-men/,9693,"['police state', 'hippie', 'rebel']",en,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,"['Universal Pictures', 'Strike Entertainment', 'Hit & Run Productions']","['United Kingdom', 'United States of America']",2006,69959751,109.0,['English'],Released,The future's a thing of the past.,Children of Men,7.4,2071,Children of Men,"['Clive Owen', 'Michael Caine', 'Julianne Moore']",Alfonso Cuarón
75000000,"['Adventure', 'Action', 'Science Fiction']",Unknown,36657,"['mutant', 'marvel comic', 'superhero']",en,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions']",['United States of America'],2000,296339527,104.0,['English'],Released,Evolution Begins,X-Men,6.8,4097,X-Men,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",Bryan Singer
75000000,"['Action', 'Thriller', 'Crime']",http://www.wantedmovie.com/,8909,"['assassin', 'loss of father', 'secret society']",en,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,"['Universal Pictures', 'Spyglass Entertainment', 'Bazelevs Production']","['Germany', 'United States of America']",2008,258270008,110.0,['English'],Released,Choose your destiny.,Wanted,6.4,2528,Wanted,"['Angelina Jolie', 'James McAvoy', 'Morgan Freeman']",Timur Bekmambetov
80000000,"['Animation', 'Family', 'Comedy']",http://www.iceagemovies.com/films/ice-age-the-meltdown,950,"['mammoth', 'sloth', 'ice age']",en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],2006,660940780,91.0,['English'],Released,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951,Ice Age: The Meltdown,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",Carlos Saldanha
75000000,"['Comedy', 'Romance']",Unknown,1824,"['deja vu', 'amnesia', 'hawaii']",en,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,"['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content']",['United States of America'],2004,196482882,99.0,['English'],Released,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105,50 First Dates,"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider']",Peter Segal
75000000,"['Thriller', 'Crime']",Unknown,75656,"['paris', 'bank', 'secret']",en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,71.124686,"['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E']","['United States of America', 'France']",2013,117698894,115.0,"['Français', 'English']",Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487,Now You See Me,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson']",Louis Leterrier
60000000,"['Comedy', 'Drama']",http://www.theterminal-themovie.com/,594,"['new york', 'airport', 'marriage proposal']",en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,"['DreamWorks SKG', 'Amblin Entertainment', 'Parkes/MacDonald Productions']",['United States of America'],2004,219417255,128.0,"['български език', 'English', 'Français']",Released,Life is waiting.,The Terminal,7.0,1910,The Terminal,"['Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci']",Steven Spielberg
75000000,"['Comedy', 'Action', 'Adventure']",Unknown,203801,"['spy', 'cold war', 'remake']",en,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",48.744209,"['Davis Entertainment', 'Warner Bros.', 'Wigram Productions']",['United States of America'],2015,108145109,116.0,"['Italiano', 'English', 'Pусский']",Released,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,2265,The Man from U.N.C.L.E.,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander']",Guy Ritchie
75000000,"['Science Fiction', 'Thriller', 'Drama']",Unknown,9741,"['father son relationship', 'train accident', 'comic book']",en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",42.006908,"['Limited Edition Productions Inc.', 'Touchstone Pictures', 'Blinding Edge Pictures']",['United States of America'],2000,248118121,106.0,['English'],Released,Some things are only revealed by accident.,Unbreakable,6.9,1946,Unbreakable,"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright']",M. Night Shyamalan
74000000,"['Family', 'Animation', 'Adventure']",http://www.minionsmovie.com/,211672,"['assistant', 'aftercreditsstinger', 'duringcreditsstinger']",en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2015,1156730962,91.0,['English'],Released,"Before Gru, they had a history of bad bosses",Minions,6.4,4571,Minions,"['Sandra Bullock', 'Jon Hamm', 'Michael Keaton']",Kyle Balda
72000000,"['Action', 'Drama', 'History']",Unknown,197,"['individual', 'scotland', 'in love with enemy']",en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",60.722162,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",['United States of America'],1995,210000000,177.0,"['English', 'Français', 'Latin']",Released,Every man dies. Not every man truly lives.,Braveheart,7.7,3336,Braveheart,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau']",Mel Gibson
75000000,"['Animation', 'Comedy', 'Family']",http://www.simpsonsmovie.com/,35,"['father son relationship', 'lake', 'springfield']",en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",46.875375,"['Gracie Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],2007,527068851,87.0,['English'],Released,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264,The Simpsons Movie,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright']",David Silverman
150000000,"['Adventure', 'Animation', 'Comedy']",http://www.shrek2.com/,809,"['prison', 'magic', 'liberation']",en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",47.320801,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],2004,919838758,93.0,['English'],Released,Once upon another time...,Shrek 2,6.7,2988,Shrek 2,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",Andrew Adamson
120000000,"['Animation', 'Adventure', 'Comedy']",http://disney.go.com/disneyvideos/animatedfilms/cars/,920,"['car race', 'car journey', 'village and town']",en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2006,461983149,117.0,"['English', 'Italiano', '日本語']",Released,Ahhh... it's got that new movie smell.,Cars,6.6,3877,Cars,"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt']",John Lasseter
70000000,"['Drama', 'Action', 'Thriller']",http://www.inglouriousbasterds-movie.com/,16869,"['paris', 'guerrilla', 'cinema']",en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company']","['Germany', 'United States of America']",2009,319131050,153.0,"['Deutsch', 'English', 'Français']",Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430,Inglourious Basterds,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz']",Quentin Tarantino
70000000,"['Action', 'Thriller']",Unknown,1573,"['ambush', 'helicopter', 'journalist']",en,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",57.69847,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",['United States of America'],1990,240031094,124.0,"['English', 'Español']",Released,Die Harder,Die Hard 2,6.6,1896,Die Hard 2,"['Bruce Willis', 'Bonnie Bedelia', 'William Atherton']",Renny Harlin
70000000,"['Action', 'Thriller']",Unknown,117263,"['white house', 'secret service', 'terrorist attack']",en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",59.428223,"['Nu Image Films', 'Millennium Films']",['United States of America'],2013,161025640,120.0,"['English', '한국어/조선말']",Released,When our flag falls our nation will rise.,Olympus Has Fallen,6.2,2981,Olympus Has Fallen,"['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett']",Antoine Fuqua
70000000,"['Adventure', 'Fantasy', 'Drama']",Unknown,587,"['circus', 'father son relationship', 'witch']",en,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",46.199482,"['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company']",['United States of America'],2003,122919055,125.0,['English'],Released,An adventure as big as life itself.,Big Fish,7.6,1994,Big Fish,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup']",Tim Burton
70000000,"['Horror', 'Action', 'Drama']",Unknown,49017,"['vampire', 'dracula', 'bite']",en,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",64.457947,"['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network']",['United States of America'],2014,215529201,92.0,['English'],Released,Every bloodline has a beginning,Dracula Untold,6.2,2389,Dracula Untold,"['Luke Evans', 'Sarah Gadon', 'Dominic Cooper']",Gary Shore
70000000,"['Fantasy', 'Action', 'Horror']",http://www.entertheunderworld.com/,52520,"['vampire', 'daughter', 'hybrid']",en,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,"['Lakeshore Entertainment', 'Saturn Films', 'Screen Gems']",['United States of America'],2012,160112671,88.0,"['English', 'Pусский']",Released,Vengeance Returns,Underworld: Awakening,6.1,1862,Underworld: Awakening,"['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy']",Måns Mårlind
68000000,"['Adventure', 'Fantasy', 'Drama']",http://eclipsethemovie.com,24021,"['vampire', 'graduation', 'bite']",en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",107.069763,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment']",['United States of America'],2010,698491347,124.0,['English'],Released,It all begins ... With a choice.,The Twilight Saga: Eclipse,5.8,2301,The Twilight Saga: Eclipse,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",David Slade
69000000,"['Animation', 'Family']",http://www.despicable.me/,20352,"['adoptive father', 'orphanage', ""life's dream""]",en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",113.858273,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2010,543513985,95.0,['English'],Released,Superbad. Superdad.,Despicable Me,7.1,6478,Despicable Me,"['Steve Carell', 'Jason Segel', 'Russell Brand']",Pierre Coffin
68000000,['Comedy'],Unknown,214756,"['sperm bank', 'sequel', 'buddy']",en,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",68.734513,"['Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films']",['United States of America'],2015,217022588,115.0,['English'],Released,"Ted is Coming, Again.",Ted 2,6.2,2463,Ted 2,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried']",Seth MacFarlane
70000000,"['Drama', 'History', 'War']",Unknown,857,"['war crimes', 'self sacrifice', 'war veteran']",en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",76.041867,"['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment']",['United States of America'],1998,481840909,169.0,"['Český', 'Deutsch', 'English']",Released,The mission is a man.,Saving Private Ryan,7.9,5048,Saving Private Ryan,"['Tom Hanks', 'Matt Damon', 'Vin Diesel']",Steven Spielberg
