budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
14000000,['Comedy'],Unknown,243938,"['time travel', 'sequel', 'hot tub']",en,Hot Tub Time Machine 2,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",16.618874,"['Paramount Pictures', 'United Artists', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2015,12314651,93.0,['English'],Released,The Laws of Space and Time are About to be Violated.,Hot Tub Time Machine 2,5.0,354,Hot Tub Time Machine 2,"['Rob Corddry', 'Craig Robinson', 'Clark Duke']",Steve Pink
13500000,['Drama'],Unknown,10876,"['asylum', 'french revolution', 'french']",en,Quills,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun.",7.261196,"['Fox Searchlight Pictures', 'Industry Entertainment', 'Walrus & Associates']","['Germany', 'United Kingdom', 'United States of America']",2000,7060876,124.0,['English'],Released,There are no bad words... only bad deeds.,Quills,6.8,128,Quills,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix']",Philip Kaufman
15000000,"['Comedy', 'Crime']",http://www.sevenpsychopaths.com/,86838,"['suicide', 'alcohol', 'sex']",en,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,32.306455,"['Blueprint Pictures', 'CBS Films', 'British Film Institute (BFI)']",['United Kingdom'],2012,19422261,110.0,"['English', 'Tiếng Việt']",Released,They Won't Take Any Shih Tzu.,Seven Psychopaths,6.7,1206,Seven Psychopaths,"['Colin Farrell', 'Sam Rockwell', 'Woody Harrelson']",Martin McDonagh
0,"['Drama', 'Mystery', 'Thriller']",Unknown,25208,['woman director'],en,The Caveman's Valentine,"In this spine-tingling and visually stunning thriller, Academy AwardÂ®-nominee Samuel L. Jackson (Unbreakable, Shaft, Pulp Fiction delivers a ""full-throttle performance"" (People) as Romulus Ledbetter, a misunderstood musician turned recluse, hiding from personal demons in a New York City cave.  When Romulus finds the frozen body of a young drifter in a tree, the authorities - including his police officer daughter (Aunjanne Ellis) - claim the death is accidental. Romulus is convinced the man was murdered by prominent art photographer David Leppenraub (Colm Feore). But how can he prove he's right when everyone thinks he's insane?",4.722403,"['Franchise Pictures', 'Focus Features', 'Jersey Shore']",['United States of America'],2001,0,105.0,['English'],Released,Unknown,The Caveman's Valentine,6.0,27,The Caveman's Valentine,"['Samuel L. Jackson', 'Colm Feore', 'Ann Magnuson']",Kasi Lemmons
18339750,"['Drama', 'History', 'War']",http://www.downfallthefilm.com/,613,"['berlin', 'poison', 'dictator']",de,Der Untergang,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",32.445895,"['Degeto Film', 'EOS Entertainment', 'Rai Cinema']","['Austria', 'Germany', 'Italy']",2004,92180910,156.0,"['Magyar', 'Deutsch', 'Pусский']",Released,"April 1945, a nation awaits its...Downfall",Downfall,7.7,1037,Downfall,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch']",Oliver Hirschbiegel
12806000,['Drama'],Unknown,1913,"['brother brother relationship', 'paraplegic', 'intensive care']",es,Mar adentro,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",17.363739,"['Canal Plus', 'Sogecine', 'Himenóptero']","['Spain', 'France', 'Italy']",2004,38535221,125.0,"['Galego', 'Español']",Released,Sensitive Drama About a Polemic Theme,The Sea Inside,7.2,219,The Sea Inside,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas']",Alejandro Amenábar
13300000,"['Thriller', 'Science Fiction', 'Drama']",Unknown,97370,"['male nudity', 'scotland', 'edinburgh']",en,Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",29.782161,"['Scottish Screen', 'UK Film Council', 'FilmNation Entertainment']","['United Kingdom', 'Switzerland', 'United States of America']",2014,5380251,108.0,['English'],Released,A mysterious seductress preys upon the population of Scotland,Under the Skin,6.0,1102,Under the Skin,"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan']",Jonathan Glazer
13000000,"['Comedy', 'Drama', 'War']",Unknown,801,"['rock and roll', 'radio station', 'war crimes']",en,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",18.362333,"['Silver Screen Partners III', 'Touchstone Pictures']",['United States of America'],1987,123922370,121.0,['English'],Released,Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam",7.1,642,"Good Morning, Vietnam","['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran']",Barry Levinson
13400000,"['Action', 'Comedy', 'Thriller']",http://www.lastgodfathermovie.com/,70829,Unknown,en,The Last Godfather,"Young-goo the son of mafia boss Don Carini, is too foolish to be part of the mafia elite. One day, Young-goo comes to his father and is trained by Tony V to be his father's successor. A few days later, Young-goo accidentally rescues Nancy, the only daughter of Don Bonfante, the boss of a rival mafia family. But Vinnie, an under-boss of the Bonfante family kidnapped her and fabricates that Young-goo has taken her. Vinnie's behavior provokes an armed conflict between the two families.",0.680753,Unknown,Unknown,2010,16700000,100.0,['한국어/조선말'],Released,Unknown,The Last Godfather,4.7,7,The Last Godfather,"['Harvey Keitel', 'Jason Mewes', 'Blake Clark']",Shim Hyung-Rae
13000000,"['Documentary', 'Music', 'Family']",http://www.justinbieberneversaynever.com/,54518,"['manager', 'canada', 'pop singer']",en,Justin Bieber: Never Say Never,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009.",6.735922,"['Insurge Pictures', 'Magical Elves Productions', 'Scooter Braun Films']",['United States of America'],2011,98441954,105.0,['English'],Released,Find out what's possible if you never give up.,Justin Bieber: Never Say Never,4.8,154,Justin Bieber: Never Say Never,"['Justin Bieber', 'Miley Cyrus', 'Usher Raymond']",Jon M. Chu
13000000,"['Drama', 'Thriller']",http://www.foxsearchlight.com/blackswan/,44214,"['dancing', 'competition', 'sex']",en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures']",['United States of America'],2010,327803731,108.0,"['English', 'Français', 'Italiano']",Released,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,7.3,4430,Black Swan,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']",Darren Aronofsky
13000000,"['Drama', 'Crime']",Unknown,240,"['italo-american', 'cuba', 'vororte']",en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",105.792936,"['Paramount Pictures', 'The Coppola Company']",['United States of America'],1974,47542841,200.0,"['English', 'Italiano', 'Latin']",Released,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338,The Godfather: Part II,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']",Francis Ford Coppola
13000000,"['Drama', 'Family', 'Romance']",Unknown,9816,"['ballet dancer', 'musical', 'ballet']",en,Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",9.969624,"['MTV Films', 'Cort/Madden Productions']",['United States of America'],2001,91038276,112.0,['English'],Released,The Only Person You Need To Be Is Yourself.,Save the Last Dance,6.3,352,Save the Last Dance,"['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington']",Thomas Carter
7000000,"['Horror', 'Thriller']",Unknown,10131,"['martial arts', 'nightmare', 'supernatural']",en,A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",17.113408,['New Line Cinema'],['United States of America'],1988,72500000,99.0,['English'],Released,Terror beyond your wildest dreams.,A Nightmare on Elm Street 4: The Dream Master,5.8,281,A Nightmare on Elm Street 4: The Dream Master,"['Robert Englund', 'Tuesday Knight', 'Ken Sagoes']",Renny Harlin
16000000,['Drama'],http://www.miraclesfromheaven-movie.com/,339984,"['miracle', 'christian', 'cure']",en,Miracles from Heaven,A faith based movie. A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident. Based on the book 'Three Miracles From Heaven' by Christy Beam.,10.248439,"['TriStar Pictures', 'Sony Pictures Entertainment']",['United States of America'],2016,77000000,117.0,['English'],Released,How do we explain the impossible?,Miracles from Heaven,6.7,186,Miracles from Heaven,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']",Patricia Riggen
13000000,['Comedy'],Unknown,8859,"['dude', 'amnesia', 'idiot']",en,"Dude, Where’s My Car?","Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",25.316146,"['Twentieth Century Fox Film Corporation', 'Alcon Entertainment']",['United States of America'],2000,73180723,83.0,"['English', 'Français', '日本語']",Released,"After a night they can't remember, comes a day they'll never forget.","Dude, Where’s My Car?",5.2,509,"Dude, Where’s My Car?","['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson']",Danny Leiner
13000000,"['Crime', 'Action', 'Adventure']",Unknown,11967,"['corruption', 'sheriff', 'deputy sheriff']",en,Young Guns,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",9.499325,"['Twentieth Century Fox Film Corporation', 'Morgan Creek Productions']",['United States of America'],1988,44726644,107.0,['English'],Released,Six reasons why the west was wild.,Young Guns,6.6,258,Young Guns,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']",Christopher Cain
13000000,['Comedy'],http://stvincent-movie.com/,239563,"['babysitter', 'friendship', 'neighbor']",en,St. Vincent,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",43.791745,"['The Weinstein Company', 'Crescendo Productions', 'Chernin Entertainment']",['United States of America'],2014,54837234,102.0,['English'],Released,Love Thy Neighbor,St. Vincent,7.1,763,St. Vincent,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts']",Theodore Melfi
12500000,"['Comedy', 'Romance']",Unknown,222899,['duringcreditsstinger'],en,About Last Night,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",11.828068,"['Screen Gems, Inc.', 'Rainforest Films', 'Olive Bridge Entertainment']",['United States of America'],2014,49002684,100.0,['English'],Released,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6.0,210,About Last Night,"['Kevin Hart', 'Michael Ealy', 'Regina Hall']",Steve Pink
16000000,"['Comedy', 'Romance', 'Drama']",Unknown,4951,"['shakespeare', 'sister', 'high school']",en,10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",54.550275,"['Mad Chance', 'Jaret Entertainment', 'Touchstone Pictures']",['United States of America'],1999,53478166,97.0,"['English', 'Français']",Released,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,7.3,1701,10 Things I Hate About You,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']",Gil Junger
13000000,"['Comedy', 'Family']",http://www.sonypictures.com/movies/thenewguy/,10985,"['prison', 'dual identity', 'identity']",en,The New Guy,"Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",13.525704,"['Revolution Studios', 'Frontier Pictures', 'Bedlam Pictures']",['United States of America'],2002,0,88.0,"['English', 'Italiano', 'Português']",Released,A zero will rise.,The New Guy,5.7,151,The New Guy,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel']",Ed Decter
0,['Comedy'],Unknown,9644,"['cocaine', 'police', 'spoof']",en,National Lampoon's Loaded Weapon 1,"An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. A ""Lethal Weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""Wilderness Girls"" cookie drive.",12.963328,['New Line Cinema'],['United States of America'],1993,0,84.0,['English'],Released,See it before they make the sequel!,National Lampoon's Loaded Weapon 1,5.7,157,National Lampoon's Loaded Weapon 1,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']",Gene Quintano
17000000,"['Horror', 'Drama', 'Thriller']",http://www.theshallows-movie.com,332567,"['mexico', 'beach', 'surfer']",en,The Shallows,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",60.829621,"['Columbia Pictures', 'Ombra Films', 'Weimaraner Republic Pictures']",['United States of America'],2016,119100758,86.0,['English'],Released,What was once in the deep is now in the shallows.,The Shallows,6.2,1567,The Shallows,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo']",Jaume Collet-Serra
13000000,"['Science Fiction', 'Thriller']",Unknown,1954,"['amnesia', 'chaos theory', 'blackout']",en,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",73.307513,"['New Line Cinema', 'FilmEngine', 'Katalyst Films']","['Canada', 'United States of America']",2004,96060858,113.0,['English'],Released,"Such minor changes, such huge consequences.",The Butterfly Effect,7.3,2060,The Butterfly Effect,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart']",Eric Bress
0,"['Comedy', 'Family']",Unknown,15489,Unknown,en,Snow Day,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed..",7.964289,"['Paramount Pictures', 'Nickelodeon Movies']",['United States of America'],2000,0,89.0,['English'],Released,Roads closed. Schools shut. Rules were made to be frozen!,Snow Day,4.8,51,Snow Day,"['Chevy Chase', 'Chris Elliott', 'Jean Smart']",Chris Koch
13000000,"['Comedy', 'Drama']",Unknown,15250,"['drama', 'family', 'family holiday']",en,This Christmas,"This year Christmas with the Whitfields promises to be one they will never forget. All the siblings have come home for the first time in years and they've brought plenty of baggage with them. As the Christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. As their lives converge, they join together and help each other discover the true meaning of family.",2.388918,['Screen Gems'],['United States of America'],2007,0,117.0,['English'],Released,You can't exchange family.,This Christmas,7.1,29,This Christmas,"['Loretta Devine', 'Delroy Lindo', 'Idris Elba']",Preston A. Whitmore II
12000000,"['Science Fiction', 'Comedy', 'Family']",Unknown,22345,"['baby', 'genius', 'toddler']",en,Baby Geniuses,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",4.580081,"['TriStar Pictures', 'Crystal Sky Worldwide', 'Triumph']",['United States of America'],1999,36450736,97.0,"['English', 'Español']",Released,Think innocent. Think helpless. Think again. Naps are history.,Baby Geniuses,3.3,75,Baby Geniuses,"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']",Bob Clark
13000000,"['Action', 'Adventure', 'Comedy']",Unknown,9448,"['bungee-jump', 'dark comedy', 'cigarette smoking']",en,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",6.425528,['TriStar Pictures'],['United States of America'],1998,27007143,91.0,['English'],Released,Nothing's more dangerous than some nice guys... with a little time to kill.,The Big Hit,6.1,109,The Big Hit,"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']",Kirk Wong
12000000,"['Comedy', 'Drama', 'Family']",Unknown,38223,"['spy', 'secret', 'nanny']",en,Harriet the Spy,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",4.63093,"['Paramount Pictures', 'Rastar Pictures', 'Nickelodeon Movies']",['United States of America'],1996,0,100.0,['English'],Released,On your case!,Harriet the Spy,5.7,46,Harriet the Spy,"['Michelle Trachtenberg', ""Rosie O'Donnell"", 'J. Smith-Cameron']",Bronwen Hughes
13000000,"['Drama', 'Horror']",Unknown,11186,"['faithlessness', 'puppet', 'killer toys']",en,Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",16.681567,['Universal Pictures'],['United States of America'],1990,35763605,84.0,"['English', 'Türkçe']",Released,Look out Jack! Chucky's back!,Child's Play 2,5.8,308,Child's Play 2,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham']",John Lafia
13200000,"['Crime', 'Thriller']",http://www.sonypictures.com/movies/nogooddeed/,136835,"['sadistic', 'hostage', 'sociopath']",en,No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",24.656068,['Will Packer Productions'],['United States of America'],2014,53830415,83.0,['English'],Released,First he gets into your house. Then he gets into your head.,No Good Deed,5.6,181,No Good Deed,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb']",Sam Miller
18000000,"['Science Fiction', 'Horror', 'Thriller']",http://www.themist-movie.com/,5876,"['father son relationship', 'monster', 'supermarket']",en,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",37.104353,"['Darkwoods Productions', 'Dimension Films']",['United States of America'],2007,57096190,126.0,['English'],Released,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,6.7,1399,The Mist,"['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden']",Frank Darabont
15000000,"['Drama', 'Science Fiction']",http://exmachina-movie.com/,264660,"['dancing', 'artificial intelligence', 'distrust']",en,Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",95.130041,"['DNA Films', 'Universal Pictures International (UPI)', 'Film4']",['United Kingdom'],2015,36869414,108.0,['English'],Released,There is nothing more human than the will to survive,Ex Machina,7.6,4737,Ex Machina,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']",Alex Garland
13000000,"['Fantasy', 'Drama', 'Comedy']",Unknown,492,"['individual', 'transvestism', 'sexual identity']",en,Being John Malkovich,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",27.546914,"['Gramercy Pictures', 'Propaganda Films', 'Single Cell Pictures']",['United States of America'],1999,22863596,112.0,"['English', 'Français']",Released,Ever wanted to be someone else? Now you can.,Being John Malkovich,7.3,1101,Being John Malkovich,"['John Cusack', 'Cameron Diaz', 'Catherine Keener']",Spike Jonze
6000000,"['Comedy', 'Romance']",Unknown,25462,Unknown,en,Two Can Play That Game,"Vivica A. Fox sizzles as a woman scorned who plans to get her man back by any means necessary. In this comedy about players and those who ""get played."" As corporate overachiever and all-around fly chick Shanté Smith, Fox thinks she's got the goods to keep her slickster boyfriend (Morris Chestnut) from straying - until he discovers a greener pasture, Shanté's archrival (Gabrielle Union)",2.27213,['Screen Gems'],['United States of America'],2001,0,90.0,['English'],Released,Unknown,Two Can Play That Game,6.6,17,Two Can Play That Game,"['Vivica A. Fox', 'Morris Chestnut', 'Anthony Anderson']",Mark Brown
13000000,"['Family', 'Adventure', 'Science Fiction']",Unknown,238603,"['alien', 'found footage']",en,Earth to Echo,"After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",17.371327,"['Walt Disney Studios Motion Pictures', 'Panay Films']",['United States of America'],2014,45300000,89.0,['English'],Released,No one will ever believe our story.,Earth to Echo,5.7,290,Earth to Echo,"['Teo Halm', 'Astro', 'Resse Hartwig']",Dave Green
13000000,"['Drama', 'Romance']",Unknown,10691,"['lovesickness', 'jealousy', 'parents kids relationship']",en,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",6.130096,"['Touchstone Pictures', 'Ufland']",['United States of America'],2001,16929123,99.0,"['Español', 'English']",Released,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,96,Crazy/Beautiful,"['Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison']",John Stockwell
19000000,"['Action', 'Adventure', 'Drama']",http://iwojimathemovie.warnerbros.com/lettersofiwojima/framework/framework.html,1251,"['world war ii', 'cave', 'dying and death']",en,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",24.47248,"['DreamWorks SKG', 'Amblin Entertainment', 'Malpaso Productions']","['Japan', 'United States of America']",2006,68673228,141.0,"['English', '日本語']",Released,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,7.2,541,Letters from Iwo Jima,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']",Clint Eastwood
13000000,"['Adventure', 'Comedy', 'Drama']",http://theastronautfarmermovie.warnerbros.com/,5172,"['nasa', 'texas', 'dream']",en,The Astronaut Farmer,"Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred.",6.764437,['Polish Brothers Construction'],['United States of America'],2006,11130889,104.0,['English'],Released,Unknown,The Astronaut Farmer,6.2,123,The Astronaut Farmer,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot']",Michael Polish
13000000,"['Comedy', 'Romance']",Unknown,58680,"['blind date', 'love', 'manhattan, new york city']",en,Woo,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,1.750054,"['New Line Cinema', 'New Deal Productions', 'Gotham Entertainment Group']",['United States of America'],1998,8026971,84.0,['English'],Released,It's Woo's world.. we're just living in it.,Woo,5.5,10,Woo,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin']",Daisy von Scherler Mayer
6000000,"['Drama', 'Thriller']",http://www.roomthemovie.com,264644,"['based on novel', 'carpet', 'isolation']",en,Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,66.11334,"['Téléfilm Canada', 'Film 4', 'Element Pictures']","['Canada', 'Ireland']",2015,35401758,117.0,['English'],Released,Love knows no boundaries,Room,8.1,2757,Room,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen']",Lenny Abrahamson
0,['Comedy'],Unknown,14577,Unknown,en,Dirty Work,"Unemployed and recently dumped, Mitch and his buddy Sam start a revenge-for-hire business to raise the $50,000 that Sam's father needs to get a heart transplant. The dirty duo brings down a movie theater manager and hires hookers to pose as dead bodies during a live TV ad. When a wealthy developer hires the guys to trash a building (so that he can have it condemned), problems arise and a feud ensues.",9.066881,"['Robert Simonds Productions', 'Metro-Goldwyn-Mayer (MGM)']","['Canada', 'United States of America']",1998,0,82.0,['English'],Released,Revenge is a dish best served DIRTY.,Dirty Work,6.5,66,Dirty Work,"['Norm Macdonald', 'Artie Lange', 'Jack Warden']",Bob Saget
13000000,"['Comedy', 'Crime', 'Horror']",Unknown,11592,"['housewife', 'protection', 'motherly love']",en,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",6.170139,"['Savoy Pictures', 'Polar Entertainment']",['United States of America'],1994,7820688,95.0,['English'],Released,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,135,Serial Mom,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']",John Waters
13000000,['Comedy'],Unknown,16406,"['richard nixon', 'watergate', 'the white house']",en,Dick,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",4.742537,['Columbia Pictures'],"['Canada', 'France', 'United States of America']",1999,27500000,94.0,"['English', 'Français']",Released,The unmaking of the president,Dick,5.7,67,Dick,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell']",Andrew Fleming
0,"['Drama', 'Thriller']",Unknown,19052,Unknown,en,Light It Up,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",1.212956,Unknown,['United States of America'],1999,0,99.0,['English'],Released,Unknown,Light It Up,6.6,7,Light It Up,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']",Craig Bolotin
